"","city","dependent","industry","employer_name","median_wage","lat","lon"
"1","Albuquerque","N","index22","PUBLIC SERVICE COMPANY OF NEW MEXICO",72009.79,35.08418,-106.648639
"2","Albuquerque","N","index22","SUNCORE PHOTOVOLTAICS INC",36400,35.08418,-106.648639
"3","Albuquerque","N","index31","ECLIPSE AEROSPACE",116460,35.08418,-106.648639
"4","Albuquerque","N","index31","RIO GR&E",115000,35.08418,-106.648639
"5","Albuquerque","N","index31","SKORPIOS TECHNOLOGIES INC",94738.5,35.08418,-106.648639
"6","Albuquerque","N","index31","OPTOMEC INC",92000,35.08418,-106.648639
"7","Albuquerque","N","index31","ARRAY TECHNOLOGIES INC",77500,35.08418,-106.648639
"8","Albuquerque","N","index42","RIO GR&E INC",118456,35.08418,-106.648639
"9","Albuquerque","N","index42","FRAMO MORAT INC",74630,35.08418,-106.648639
"10","Albuquerque","N","index44","ABQ BESTCARE PHARMACY 2 LLC",112320,35.08418,-106.648639
"11","Albuquerque","N","index44","PEARL BANYAN CAPITAL LLC.",86000,35.08418,-106.648639
"12","Albuquerque","N","index51","ATN  INTERNATIONAL INC",98100,35.08418,-106.648639
"13","Albuquerque","N","index51","T-MOBILE USA INC",94640,35.08418,-106.648639
"14","Albuquerque","N","index51","SPRINT CORPORATION",93500,35.08418,-106.648639
"15","Albuquerque","N","index51","RISKSENSE INC",65000,35.08418,-106.648639
"16","Albuquerque","N","index51","MROWL.COM INC",60320,35.08418,-106.648639
"17","Albuquerque","N","index52","FIDELITY EMPLOYERS SERVICES LLC",60466,35.08418,-106.648639
"18","Albuquerque","N","index52","FMR LLC",44741,35.08418,-106.648639
"19","Albuquerque","N","index52","ACCION NEW MEXICO",37000,35.08418,-106.648639
"20","Albuquerque","N","index53","SIGHTPATH MEDICAL LLC",66950,35.08418,-106.648639
"21","Albuquerque","N","index53","REFINEMENT HOUSE LLC",50000,35.08418,-106.648639
"22","Albuquerque","N","index54","DVG TECH SOLUTIONS LLC",120000,35.08418,-106.648639
"23","Albuquerque","N","index54","ULTRAMAIN SYSTEMS INCRPORATED",1e+05,35.08418,-106.648639
"24","Albuquerque","N","index54","S&IA CORPORATION",85700,35.08418,-106.648639
"25","Albuquerque","N","index54","S&IA NATIONAL LABORATORIES",85700,35.08418,-106.648639
"26","Albuquerque","N","index54","NVA ABQ PET CARE VETERINARY MGMT INC",85000,35.08418,-106.648639
"27","Albuquerque","N","index56","ACRO SERVICE CORP",151840,35.08418,-106.648639
"28","Albuquerque","N","index56","PNMR SERVICES COMPANY",72009.79,35.08418,-106.648639
"29","Albuquerque","N","index56","EA ENGINEERING SCIENCE,&TECHNOLOGY, INC, PBC",55578,35.08418,-106.648639
"30","Albuquerque","N","index56","AVANT HEALTHCARE PROFESSIONALS LLC",51813,35.08418,-106.648639
"31","Albuquerque","N","index61","UNIVERSITY OF NEW MEXICO HEALTH SCIENCES CENTER",159000,35.08418,-106.648639
"32","Albuquerque","N","index61","UNIVERSITY OF NEW MEXICO",54999.96,35.08418,-106.648639
"33","Albuquerque","N","index61","S&IA PREP SCHOOL",37550,35.08418,-106.648639
"34","Albuquerque","N","index61","ALBUQUERQUE SCHOOL OF EXCELLENCE",35600,35.08418,-106.648639
"35","Albuquerque","N","index61","NOSSEIR LLC",23296,35.08418,-106.648639
"36","Albuquerque","N","index62","NEW MEXICO HEART INSTITUTE",320000,35.08418,-106.648639
"37","Albuquerque","N","index62","NEW MEXICO ONCOLOGY&HEMATOLOGY CONSULTANTS LTD.",3e+05,35.08418,-106.648639
"38","Albuquerque","N","index62","PRESBYTERIAN HEALTHCARE SERVICES",225000,35.08418,-106.648639
"39","Albuquerque","N","index62","FAMILY SMILES LLC",150000,35.08418,-106.648639
"40","Albuquerque","N","index62","AMAZING GRACE FAMILY DENTISTRY PC",144000,35.08418,-106.648639
"41","Arlington","N","index22","AES SERVICS INC",115000,38.89051,-77.086294
"42","Arlington","N","index22","AES SERVICES INC",94500,38.89051,-77.086294
"43","Arlington","N","index23","AVALONBAY COMMUNITIES INC",135000,38.89051,-77.086294
"44","Arlington","N","index23","DFS CONSTRUCTION CORPORATION",82500,38.89051,-77.086294
"45","Arlington","N","index31","BRAINLAB INC",1e+05,38.89051,-77.086294
"46","Arlington","N","index31","TK HOLDINGS INC",95368,38.89051,-77.086294
"47","Arlington","N","index31","NESTLE USA INC",95000,38.89051,-77.086294
"48","Arlington","N","index31","CUBIC TRANSPORTATION SYSTEMS INC",90646,38.89051,-77.086294
"49","Arlington","N","index31","DIGITAL ROOM INC",90106,38.89051,-77.086294
"50","Arlington","N","index42","BOOMI INC",109262,38.89051,-77.086294
"51","Arlington","N","index42","DELL MARKETING L.P.",102900,38.89051,-77.086294
"52","Arlington","N","index42","TRUEWAY INC",85592,38.89051,-77.086294
"53","Arlington","N","index42","MARTIN SPROCKET&GEAR INC",65333,38.89051,-77.086294
"54","Arlington","N","index42","RSI PARTNERS LLC",56160,38.89051,-77.086294
"55","Arlington","N","index44","BLUE APRON LLC",129000,38.89051,-77.086294
"56","Arlington","N","index44","R&AL RIVERSIDE CORPORATION",120640,38.89051,-77.086294
"57","Arlington","N","index44","AMAZON WEB SERVICES INC",1e+05,38.89051,-77.086294
"58","Arlington","N","index44","LIDL US LLC (F.K.A. MGP RETAIL CONSULTING, LLC)",79197.5,38.89051,-77.086294
"59","Arlington","N","index44","DOMINION ELECTRIC SUPPLY COMPANY INC",50000,38.89051,-77.086294
"60","Arlington","N","index48","METROPOLITAN WASHINGTON AIRPORTS AUTHORITY",133000,38.89051,-77.086294
"61","Arlington","N","index48","KUEHNE + NAGEL INC",62100,38.89051,-77.086294
"62","Arlington","N","index51","GUIDEWIRE SOFTWARE INC",120000,38.89051,-77.086294
"63","Arlington","N","index51","GENEVA SOFTWARE INC",118000,38.89051,-77.086294
"64","Arlington","N","index51","LEAGUEAPPS INC",114500,38.89051,-77.086294
"65","Arlington","N","index51","SPORTSVITE LLC",114500,38.89051,-77.086294
"66","Arlington","N","index51","THE BUREAU OF NATIONAL AFFAIRS INC",104000,38.89051,-77.086294
"67","Arlington","N","index52","MULTIPLAN INC",137500,38.89051,-77.086294
"68","Arlington","N","index52","EJF CAPITAL LLC",135000,38.89051,-77.086294
"69","Arlington","N","index52","E*TRADE FINANCIAL CORPORATION",120000,38.89051,-77.086294
"70","Arlington","N","index52","ON DECK CAPITAL INC",119000,38.89051,-77.086294
"71","Arlington","N","index52","KIMC (U.S.) INC",117208,38.89051,-77.086294
"72","Arlington","N","index53","META AEROSPACE CAPITAL LLC",140000,38.89051,-77.086294
"73","Arlington","N","index53","B.F. SAUL PROPERTY COMPANY",80000,38.89051,-77.086294
"74","Arlington","N","index54","PEOPLENET COMMUNICATIONS CORPORATION",210000,38.89051,-77.086294
"75","Arlington","N","index54","HEALTHCARE FOR SPECIAL POPULATIONS",199992,38.89051,-77.086294
"76","Arlington","N","index54","TETRA TECH INC",192000,38.89051,-77.086294
"77","Arlington","N","index54","IBM CORPORATION",158096.4,38.89051,-77.086294
"78","Arlington","N","index54","DELOITTE LLP",158000,38.89051,-77.086294
"79","Arlington","N","index55","JPMORGAN CHASE&CO.",90000,38.89051,-77.086294
"80","Arlington","N","index55","GRAHAM HOLDINGS COMPANY",74000,38.89051,-77.086294
"81","Arlington","N","index56","TRUSTIFY INC",75000,38.89051,-77.086294
"82","Arlington","N","index56","OSTENDIO INC",70000,38.89051,-77.086294
"83","Arlington","N","index56","THE TICKET SOURCE INC",45469,38.89051,-77.086294
"84","Arlington","N","index61","KAPLAN INC",160000,38.89051,-77.086294
"85","Arlington","N","index61","THE COMMON APPLICATION INC",130333,38.89051,-77.086294
"86","Arlington","N","index61","EASTERN VIRGINIA MEDICAL SCHOOL",114905.23,38.89051,-77.086294
"87","Arlington","N","index61","CARNEGIE MELLON UNIVERSITY",110025,38.89051,-77.086294
"88","Arlington","N","index61","VIRGINIA POLYTECHNIC INSTITUTE&STATE UNIVERSITY",93342,38.89051,-77.086294
"89","Arlington","N","index62","SOUTHWEST GEORGIA NEPHROLOGY CLINIC PC",250000,38.89051,-77.086294
"90","Arlington","N","index62","SOUTHWEST GEORGIA NEPHROLOGY CLINIC",2e+05,38.89051,-77.086294
"91","Arlington","N","index62","LAHEY CLINIC INC",180000,38.89051,-77.086294
"92","Arlington","N","index62","TEXAS HEALTH PHYSICIANS GROUP",180000,38.89051,-77.086294
"93","Arlington","N","index62","HIREN A PATEL DDS, PLLC",120000,38.89051,-77.086294
"94","Arlington","N","index71","FOUNDATION FOR ADVANCING ALCOHOL RESPONSIBILITY",99345,38.89051,-77.086294
